checking_account_status,duration_months,credit_history,purpose,credit_amount,savings_account,present_employment_since,installment_rate,personal_status_sex,other_debtors,present_residence_since,property,age,other_installment_plans,housing,num_existing_credits,job,num_dependents,telephone,foreign_worker,credit_risk
Sin cuenta,24,Créditos existentes pagados hasta ahora,Auto (nuevo),1474,100 - 500 DM,< 1 año,4,Hombre: casado/viudo,Ninguno,3,Bienes raíces,33,Ninguno,Propia,1,Empleado calificado / oficial,1,Sí,Sí,Buen Pagador
Sin cuenta,10,Créditos existentes pagados hasta ahora,Recapacitación,894,Desconocido / Sin ahorros,4 - 7 años,4,Mujer: divorciada/separada/casada,Ninguno,3,Seguro de vida / Ahorro para vivienda,40,Ninguno,Propia,1,Empleado calificado / oficial,1,Sí,Sí,Buen Pagador
Sin cuenta,15,Cuenta crítica / Otros créditos,Muebles/Equipo,3343,< 100 DM,1 - 4 años,4,Hombre: soltero,Ninguno,2,Desconocido / Sin propiedad,28,Ninguno,Gratis,1,Empleado calificado / oficial,1,Sí,Sí,Buen Pagador
< 0 DM,15,Créditos existentes pagados hasta ahora,Auto (nuevo),3959,< 100 DM,1 - 4 años,3,Mujer: divorciada/separada/casada,Ninguno,2,Seguro de vida / Ahorro para vivienda,29,Ninguno,Propia,1,Empleado calificado / oficial,1,Sí,Sí,Mal Pagador
Sin cuenta,9,Créditos existentes pagados hasta ahora,Auto (nuevo),3577,100 - 500 DM,1 - 4 años,1,Hombre: soltero,Garante,2,Bienes raíces,26,Ninguno,Alquiler,1,Empleado calificado / oficial,2,No,No,Buen Pagador
Sin cuenta,24,Cuenta crítica / Otros créditos,Auto (usado),5804,>= 1000 DM,1 - 4 años,4,Hombre: soltero,Ninguno,2,Bienes raíces,27,Ninguno,Propia,2,Empleado calificado / oficial,1,No,Sí,Buen Pagador
Sin cuenta,18,Retraso en pagos en el pasado,Negocios,2169,< 100 DM,1 - 4 años,4,Hombre: casado/viudo,Ninguno,2,Auto u otro,28,Ninguno,Propia,1,Empleado calificado / oficial,1,Sí,Sí,Mal Pagador
< 0 DM,24,Créditos existentes pagados hasta ahora,Radio/TV,2439,< 100 DM,< 1 año,4,Mujer: divorciada/separada/casada,Ninguno,4,Bienes raíces,35,Ninguno,Propia,1,Empleado calificado / oficial,1,Sí,Sí,Mal Pagador
Sin cuenta,27,Cuenta crítica / Otros créditos,Muebles/Equipo,4526,>= 1000 DM,< 1 año,4,Hombre: soltero,Ninguno,2,Bienes raíces,32,Tiendas,Propia,2,No calificado - residente,2,Sí,Sí,Buen Pagador
Sin cuenta,10,Créditos existentes pagados hasta ahora,Muebles/Equipo,2210,< 100 DM,1 - 4 años,2,Hombre: soltero,Ninguno,2,Bienes raíces,25,Banco,Alquiler,1,No calificado - residente,1,No,Sí,Mal Pagador
Sin cuenta,15,Créditos existentes pagados hasta ahora,Muebles/Equipo,2221,500 - 1000 DM,1 - 4 años,2,Mujer: divorciada/separada/casada,Ninguno,4,Auto u otro,20,Ninguno,Alquiler,1,Empleado calificado / oficial,1,No,Sí,Buen Pagador
< 0 DM,18,Créditos existentes pagados hasta ahora,Radio/TV,2389,< 100 DM,< 1 año,4,Mujer: divorciada/separada/casada,Ninguno,1,Auto u otro,27,Tiendas,Propia,1,Empleado calificado / oficial,1,No,Sí,Buen Pagador
Sin cuenta,12,Cuenta crítica / Otros créditos,Muebles/Equipo,3331,< 100 DM,>= 7 años,2,Hombre: soltero,Ninguno,4,Seguro de vida / Ahorro para vivienda,42,Tiendas,Propia,1,Empleado calificado / oficial,1,No,Sí,Buen Pagador
Sin cuenta,36,Créditos existentes pagados hasta ahora,Negocios,7409,Desconocido / Sin ahorros,>= 7 años,3,Hombre: soltero,Ninguno,2,Seguro de vida / Ahorro para vivienda,37,Ninguno,Propia,2,Empleado calificado / oficial,1,No,Sí,Buen Pagador
< 0 DM,12,Créditos existentes pagados hasta ahora,Muebles/Equipo,652,< 100 DM,>= 7 años,4,Mujer: divorciada/separada/casada,Ninguno,4,Seguro de vida / Ahorro para vivienda,24,Ninguno,Alquiler,1,Empleado calificado / oficial,1,No,Sí,Buen Pagador
Sin cuenta,36,Retraso en pagos en el pasado,Muebles/Equipo,7678,500 - 1000 DM,4 - 7 años,2,Mujer: divorciada/separada/casada,Ninguno,4,Auto u otro,40,Ninguno,Propia,2,Empleado calificado / oficial,1,Sí,Sí,Buen Pagador
>= 200 DM,6,Cuenta crítica / Otros créditos,Auto (nuevo),1343,< 100 DM,>= 7 años,1,Hombre: soltero,Ninguno,4,Bienes raíces,46,Ninguno,Propia,2,Empleado calificado / oficial,2,No,No,Buen Pagador
< 0 DM,24,Cuenta crítica / Otros créditos,Negocios,1382,100 - 500 DM,4 - 7 años,4,Hombre: soltero,Ninguno,1,Bienes raíces,26,Ninguno,Propia,2,Empleado calificado / oficial,1,Sí,Sí,Buen Pagador
Sin cuenta,15,Créditos existentes pagados hasta ahora,Electrodomésticos,874,Desconocido / Sin ahorros,< 1 año,4,Mujer: divorciada/separada/casada,Ninguno,1,Bienes raíces,24,Ninguno,Propia,1,Empleado calificado / oficial,1,No,Sí,Buen Pagador
< 0 DM,12,Créditos existentes pagados hasta ahora,Muebles/Equipo,3590,< 100 DM,1 - 4 años,2,Hombre: soltero,Co-solicitante,2,Seguro de vida / Ahorro para vivienda,29,Ninguno,Propia,1,No calificado - residente,2,No,Sí,Buen Pagador
0 - 200 DM,11,Cuenta crítica / Otros créditos,Auto (nuevo),1322,>= 1000 DM,1 - 4 años,4,Mujer: divorciada/separada/casada,Ninguno,4,Auto u otro,40,Ninguno,Propia,2,Empleado calificado / oficial,1,No,Sí,Buen Pagador
< 0 DM,18,Todos los créditos en este banco pagados,Radio/TV,1940,< 100 DM,< 1 año,3,Hombre: soltero,Co-solicitante,4,Desconocido / Sin propiedad,36,Banco,Gratis,1,Gerencia / Autoempleado / Altamente calificado,1,Sí,Sí,Buen Pagador
Sin cuenta,36,Créditos existentes pagados hasta ahora,Radio/TV,3595,< 100 DM,>= 7 años,4,Hombre: soltero,Ninguno,2,Auto u otro,28,Ninguno,Propia,1,Empleado calificado / oficial,1,No,Sí,Buen Pagador
< 0 DM,9,Créditos existentes pagados hasta ahora,Auto (nuevo),1422,< 100 DM,< 1 año,3,Hombre: soltero,Ninguno,2,Desconocido / Sin propiedad,27,Ninguno,Gratis,1,Gerencia / Autoempleado / Altamente calificado,1,Sí,Sí,Mal Pagador
Sin cuenta,30,Cuenta crítica / Otros créditos,Radio/TV,6742,Desconocido / Sin ahorros,4 - 7 años,2,Hombre: soltero,Ninguno,3,Seguro de vida / Ahorro para vivienda,36,Ninguno,Propia,2,Empleado calificado / oficial,1,No,Sí,Buen Pagador
Sin cuenta,24,Créditos existentes pagados hasta ahora,Auto (usado),7814,< 100 DM,4 - 7 años,3,Hombre: soltero,Ninguno,3,Auto u otro,38,Ninguno,Propia,1,Gerencia / Autoempleado / Altamente calificado,1,Sí,Sí,Buen Pagador
Sin cuenta,24,Créditos existentes pagados hasta ahora,Auto (usado),9277,Desconocido / Sin ahorros,1 - 4 años,2,Hombre: divorciado/separado,Ninguno,4,Desconocido / Sin propiedad,48,Ninguno,Gratis,1,Empleado calificado / oficial,1,Sí,Sí,Buen Pagador
0 - 200 DM,30,Cuenta crítica / Otros créditos,Auto (nuevo),2181,Desconocido / Sin ahorros,>= 7 años,4,Hombre: soltero,Ninguno,4,Bienes raíces,36,Ninguno,Propia,2,Empleado calificado / oficial,1,No,Sí,Buen Pagador
Sin cuenta,18,Cuenta crítica / Otros créditos,Radio/TV,1098,< 100 DM,Desempleado,4,Mujer: divorciada/separada/casada,Ninguno,4,Auto u otro,65,Ninguno,Propia,2,No calificado - no residente,1,No,Sí,Buen Pagador
0 - 200 DM,24,Créditos existentes pagados hasta ahora,Muebles/Equipo,4057,< 100 DM,4 - 7 años,3,Hombre: divorciado/separado,Ninguno,3,Auto u otro,43,Ninguno,Propia,1,Empleado calificado / oficial,1,Sí,Sí,Mal Pagador
< 0 DM,12,Créditos existentes pagados hasta ahora,Educación,795,< 100 DM,< 1 año,4,Mujer: divorciada/separada/casada,Ninguno,4,Seguro de vida / Ahorro para vivienda,53,Ninguno,Propia,1,Empleado calificado / oficial,1,No,Sí,Mal Pagador
0 - 200 DM,24,Cuenta crítica / Otros créditos,Negocios,2825,Desconocido / Sin ahorros,4 - 7 años,4,Hombre: soltero,Ninguno,3,Desconocido / Sin propiedad,34,Ninguno,Propia,2,Empleado calificado / oficial,2,Sí,Sí,Buen Pagador
0 - 200 DM,48,Créditos existentes pagados hasta ahora,Negocios,15672,< 100 DM,1 - 4 años,2,Hombre: soltero,Ninguno,2,Auto u otro,23,Ninguno,Propia,1,Empleado calificado / oficial,1,Sí,Sí,Mal Pagador
Sin cuenta,36,Cuenta crítica / Otros créditos,Auto (nuevo),6614,< 100 DM,>= 7 años,4,Hombre: soltero,Ninguno,4,Auto u otro,34,Ninguno,Propia,2,Gerencia / Autoempleado / Altamente calificado,1,Sí,Sí,Buen Pagador
Sin cuenta,28,Todos los créditos en este banco pagados,Auto (usado),7824,Desconocido / Sin ahorros,< 1 año,3,Hombre: soltero,Garante,4,Bienes raíces,40,Banco,Alquiler,2,Empleado calificado / oficial,2,Sí,Sí,Buen Pagador
< 0 DM,27,Cuenta crítica / Otros créditos,Negocios,2442,< 100 DM,>= 7 años,4,Hombre: soltero,Ninguno,4,Auto u otro,43,Tiendas,Propia,4,Gerencia / Autoempleado / Altamente calificado,2,Sí,Sí,Buen Pagador
Sin cuenta,15,Cuenta crítica / Otros créditos,Radio/TV,1829,< 100 DM,>= 7 años,4,Hombre: soltero,Ninguno,4,Auto u otro,46,Ninguno,Propia,2,Empleado calificado / oficial,1,Sí,Sí,Buen Pagador
< 0 DM,12,Cuenta crítica / Otros créditos,Auto (nuevo),2171,< 100 DM,1 - 4 años,4,Hombre: soltero,Ninguno,4,Seguro de vida / Ahorro para vivienda,38,Banco,Propia,2,No calificado - residente,1,No,No,Buen Pagador
0 - 200 DM,36,Cuenta crítica / Otros créditos,Auto (usado),5800,< 100 DM,1 - 4 años,3,Hombre: soltero,Ninguno,4,Auto u otro,34,Ninguno,Propia,2,Empleado calificado / oficial,1,Sí,Sí,Buen Pagador
Sin cuenta,18,Cuenta crítica / Otros créditos,Radio/TV,1169,Desconocido / Sin ahorros,1 - 4 años,4,Hombre: soltero,Ninguno,3,Seguro de vida / Ahorro para vivienda,29,Ninguno,Propia,2,Empleado calificado / oficial,1,Sí,Sí,Buen Pagador
Sin cuenta,36,Retraso en pagos en el pasado,Auto (usado),8947,Desconocido / Sin ahorros,4 - 7 años,3,Hombre: soltero,Ninguno,2,Auto u otro,31,Tiendas,Propia,1,Gerencia / Autoempleado / Altamente calificado,2,Sí,Sí,Buen Pagador
< 0 DM,21,Créditos existentes pagados hasta ahora,Radio/TV,2606,< 100 DM,< 1 año,4,Mujer: divorciada/separada/casada,Ninguno,4,Seguro de vida / Ahorro para vivienda,28,Ninguno,Alquiler,1,Gerencia / Autoempleado / Altamente calificado,1,Sí,Sí,Buen Pagador
Sin cuenta,12,Cuenta crítica / Otros créditos,Muebles/Equipo,1592,>= 1000 DM,4 - 7 años,3,Mujer: divorciada/separada/casada,Ninguno,2,Seguro de vida / Ahorro para vivienda,35,Ninguno,Propia,1,Empleado calificado / oficial,1,No,No,Buen Pagador
Sin cuenta,15,Créditos existentes pagados hasta ahora,Muebles/Equipo,2186,Desconocido / Sin ahorros,4 - 7 años,1,Mujer: divorciada/separada/casada,Ninguno,4,Bienes raíces,33,Banco,Alquiler,1,No calificado - residente,1,No,Sí,Buen Pagador
< 0 DM,18,Créditos existentes pagados hasta ahora,Muebles/Equipo,4153,< 100 DM,1 - 4 años,2,Hombre: soltero,Co-solicitante,3,Auto u otro,42,Ninguno,Propia,1,Empleado calificado / oficial,1,No,Sí,Mal Pagador
< 0 DM,16,Cuenta crítica / Otros créditos,Auto (nuevo),2625,< 100 DM,>= 7 años,2,Hombre: soltero,Garante,4,Seguro de vida / Ahorro para vivienda,43,Banco,Alquiler,1,Empleado calificado / oficial,1,Sí,Sí,Mal Pagador
Sin cuenta,20,Cuenta crítica / Otros créditos,Auto (nuevo),3485,Desconocido / Sin ahorros,< 1 año,2,Hombre: divorciado/separado,Ninguno,4,Bienes raíces,44,Ninguno,Propia,2,Empleado calificado / oficial,1,Sí,Sí,Buen Pagador
Sin cuenta,36,Cuenta crítica / Otros créditos,Auto (usado),10477,Desconocido / Sin ahorros,>= 7 años,2,Hombre: soltero,Ninguno,4,Desconocido / Sin propiedad,42,Ninguno,Gratis,2,Empleado calificado / oficial,1,No,Sí,Buen Pagador
Sin cuenta,15,Créditos existentes pagados hasta ahora,Radio/TV,1386,Desconocido / Sin ahorros,1 - 4 años,4,Hombre: casado/viudo,Ninguno,2,Bienes raíces,40,Ninguno,Alquiler,1,Empleado calificado / oficial,1,Sí,Sí,Buen Pagador
Sin cuenta,24,Créditos existentes pagados hasta ahora,Radio/TV,1278,< 100 DM,>= 7 años,4,Hombre: soltero,Ninguno,1,Bienes raíces,36,Ninguno,Propia,1,Gerencia / Autoempleado / Altamente calificado,1,Sí,Sí,Buen Pagador
< 0 DM,12,Créditos existentes pagados hasta ahora,Radio/TV,1107,< 100 DM,1 - 4 años,2,Hombre: soltero,Ninguno,2,Bienes raíces,20,Ninguno,Alquiler,1,Gerencia / Autoempleado / Altamente calificado,2,Sí,Sí,Buen Pagador
< 0 DM,21,Créditos existentes pagados hasta ahora,Auto (nuevo),3763,Desconocido / Sin ahorros,4 - 7 años,2,Hombre: soltero,Co-solicitante,2,Bienes raíces,24,Ninguno,Propia,1,No calificado - residente,1,No,No,Buen Pagador
0 - 200 DM,36,Créditos existentes pagados hasta ahora,Educación,3711,Desconocido / Sin ahorros,1 - 4 años,2,Hombre: casado/viudo,Ninguno,2,Auto u otro,27,Ninguno,Propia,1,Empleado calificado / oficial,1,No,Sí,Buen Pagador
Sin cuenta,15,Retraso en pagos en el pasado,Auto (usado),3594,< 100 DM,< 1 año,1,Mujer: divorciada/separada/casada,Ninguno,2,Seguro de vida / Ahorro para vivienda,46,Ninguno,Propia,2,No calificado - residente,1,No,Sí,Buen Pagador
0 - 200 DM,9,Créditos existentes pagados hasta ahora,Auto (nuevo),3195,Desconocido / Sin ahorros,1 - 4 años,1,Mujer: divorciada/separada/casada,Ninguno,2,Bienes raíces,33,Ninguno,Propia,1,No calificado - residente,1,No,Sí,Buen Pagador
Sin cuenta,36,Retraso en pagos en el pasado,Radio/TV,4454,< 100 DM,1 - 4 años,4,Mujer: divorciada/separada/casada,Ninguno,4,Bienes raíces,34,Ninguno,Propia,2,Empleado calificado / oficial,1,No,Sí,Buen Pagador
0 - 200 DM,24,Cuenta crítica / Otros créditos,Muebles/Equipo,4736,< 100 DM,< 1 año,2,Mujer: divorciada/separada/casada,Ninguno,4,Auto u otro,25,Banco,Propia,1,No calificado - residente,1,No,Sí,Mal Pagador
0 - 200 DM,30,Créditos existentes pagados hasta ahora,Radio/TV,2991,Desconocido / Sin ahorros,>= 7 años,2,Mujer: divorciada/separada/casada,Ninguno,4,Auto u otro,25,Ninguno,Propia,1,Empleado calificado / oficial,1,No,Sí,Buen Pagador
Sin cuenta,11,Créditos existentes pagados hasta ahora,Negocios,2142,>= 1000 DM,>= 7 años,1,Hombre: divorciado/separado,Ninguno,2,Bienes raíces,28,Ninguno,Propia,1,Empleado calificado / oficial,1,Sí,Sí,Buen Pagador
< 0 DM,24,Todos los créditos en este banco pagados,Negocios,3161,< 100 DM,1 - 4 años,4,Hombre: soltero,Ninguno,2,Seguro de vida / Ahorro para vivienda,31,Ninguno,Alquiler,1,Empleado calificado / oficial,1,Sí,Sí,Mal Pagador
0 - 200 DM,48,Sin créditos / Todos pagados,Otros,18424,< 100 DM,1 - 4 años,1,Mujer: divorciada/separada/casada,Ninguno,2,Seguro de vida / Ahorro para vivienda,32,Banco,Propia,1,Gerencia / Autoempleado / Altamente calificado,1,Sí,No,Mal Pagador
Sin cuenta,10,Créditos existentes pagados hasta ahora,Auto (usado),2848,100 - 500 DM,1 - 4 años,1,Hombre: soltero,Co-solicitante,2,Bienes raíces,32,Ninguno,Propia,1,Empleado calificado / oficial,2,No,Sí,Buen Pagador
< 0 DM,6,Créditos existentes pagados hasta ahora,Auto (nuevo),14896,< 100 DM,>= 7 años,1,Hombre: soltero,Ninguno,4,Desconocido / Sin propiedad,68,Banco,Propia,1,Gerencia / Autoempleado / Altamente calificado,1,Sí,Sí,Mal Pagador
< 0 DM,24,Créditos existentes pagados hasta ahora,Muebles/Equipo,2359,100 - 500 DM,Desempleado,1,Hombre: divorciado/separado,Ninguno,1,Seguro de vida / Ahorro para vivienda,33,Ninguno,Propia,1,Empleado calificado / oficial,1,No,Sí,Mal Pagador
< 0 DM,24,Créditos existentes pagados hasta ahora,Muebles/Equipo,3345,< 100 DM,>= 7 años,4,Hombre: soltero,Ninguno,2,Seguro de vida / Ahorro para vivienda,39,Ninguno,Alquiler,1,Gerencia / Autoempleado / Altamente calificado,1,Sí,Sí,Mal Pagador
Sin cuenta,18,Cuenta crítica / Otros créditos,Muebles/Equipo,1817,< 100 DM,1 - 4 años,4,Mujer: divorciada/separada/casada,Ninguno,2,Desconocido / Sin propiedad,28,Ninguno,Propia,2,Empleado calificado / oficial,1,No,Sí,Buen Pagador
Sin cuenta,48,Retraso en pagos en el pasado,Radio/TV,12749,500 - 1000 DM,4 - 7 años,4,Hombre: soltero,Ninguno,1,Auto u otro,37,Ninguno,Propia,1,Gerencia / Autoempleado / Altamente calificado,1,Sí,Sí,Buen Pagador
< 0 DM,9,Créditos existentes pagados hasta ahora,Radio/TV,1366,< 100 DM,< 1 año,3,Mujer: divorciada/separada/casada,Ninguno,4,Seguro de vida / Ahorro para vivienda,22,Ninguno,Alquiler,1,Empleado calificado / oficial,1,No,Sí,Mal Pagador
0 - 200 DM,12,Créditos existentes pagados hasta ahora,Auto (nuevo),2002,< 100 DM,4 - 7 años,3,Hombre: soltero,Ninguno,4,Seguro de vida / Ahorro para vivienda,30,Ninguno,Alquiler,1,Empleado calificado / oficial,2,Sí,Sí,Buen Pagador
< 0 DM,24,Todos los créditos en este banco pagados,Muebles/Equipo,6872,< 100 DM,< 1 año,2,Hombre: divorciado/separado,Ninguno,1,Seguro de vida / Ahorro para vivienda,55,Banco,Propia,1,Empleado calificado / oficial,1,Sí,Sí,Mal Pagador
< 0 DM,12,Todos los créditos en este banco pagados,Auto (nuevo),697,< 100 DM,< 1 año,4,Hombre: soltero,Ninguno,2,Auto u otro,46,Banco,Propia,2,Empleado calificado / oficial,1,Sí,Sí,Mal Pagador
< 0 DM,18,Cuenta crítica / Otros créditos,Muebles/Equipo,1049,< 100 DM,< 1 año,4,Mujer: divorciada/separada/casada,Ninguno,4,Seguro de vida / Ahorro para vivienda,21,Ninguno,Alquiler,1,Empleado calificado / oficial,1,No,Sí,Buen Pagador
< 0 DM,48,Créditos existentes pagados hasta ahora,Auto (usado),10297,< 100 DM,4 - 7 años,4,Hombre: soltero,Ninguno,4,Desconocido / Sin propiedad,39,Tiendas,Gratis,3,Empleado calificado / oficial,2,Sí,Sí,Mal Pagador
Sin cuenta,30,Créditos existentes pagados hasta ahora,Radio/TV,1867,Desconocido / Sin ahorros,>= 7 años,4,Hombre: soltero,Ninguno,4,Auto u otro,58,Ninguno,Propia,1,Empleado calificado / oficial,1,Sí,Sí,Buen Pagador
< 0 DM,12,Retraso en pagos en el pasado,Auto (nuevo),1344,< 100 DM,1 - 4 años,4,Hombre: soltero,Ninguno,2,Bienes raíces,43,Ninguno,Propia,2,No calificado - residente,2,No,Sí,Buen Pagador
< 0 DM,24,Créditos existentes pagados hasta ahora,Muebles/Equipo,1747,< 100 DM,< 1 año,4,Hombre: soltero,Co-solicitante,1,Seguro de vida / Ahorro para vivienda,24,Ninguno,Propia,1,No calificado - residente,1,No,No,Buen Pagador
0 - 200 DM,9,Créditos existentes pagados hasta ahora,Radio/TV,1670,< 100 DM,< 1 año,4,Mujer: divorciada/separada/casada,Ninguno,2,Auto u otro,22,Ninguno,Propia,1,Empleado calificado / oficial,1,Sí,Sí,Mal Pagador
Sin cuenta,9,Cuenta crítica / Otros créditos,Auto (nuevo),1224,< 100 DM,1 - 4 años,3,Hombre: soltero,Ninguno,1,Bienes raíces,30,Ninguno,Propia,2,Empleado calificado / oficial,1,No,Sí,Buen Pagador
Sin cuenta,12,Cuenta crítica / Otros créditos,Radio/TV,522,500 - 1000 DM,>= 7 años,4,Hombre: soltero,Ninguno,4,Seguro de vida / Ahorro para vivienda,42,Ninguno,Propia,2,Empleado calificado / oficial,2,Sí,Sí,Buen Pagador
< 0 DM,12,Créditos existentes pagados hasta ahora,Radio/TV,1498,< 100 DM,1 - 4 años,4,Mujer: divorciada/separada/casada,Ninguno,1,Auto u otro,23,Banco,Propia,1,Empleado calificado / oficial,1,No,Sí,Buen Pagador
0 - 200 DM,30,Retraso en pagos en el pasado,Radio/TV,1919,100 - 500 DM,< 1 año,4,Hombre: soltero,Ninguno,3,Desconocido / Sin propiedad,30,Tiendas,Propia,2,Gerencia / Autoempleado / Altamente calificado,1,No,Sí,Mal Pagador
>= 200 DM,9,Créditos existentes pagados hasta ahora,Radio/TV,745,< 100 DM,1 - 4 años,3,Mujer: divorciada/separada/casada,Ninguno,2,Bienes raíces,28,Ninguno,Propia,1,No calificado - residente,1,No,Sí,Mal Pagador
0 - 200 DM,6,Créditos existentes pagados hasta ahora,Radio/TV,2063,< 100 DM,< 1 año,4,Hombre: casado/viudo,Ninguno,3,Auto u otro,30,Ninguno,Alquiler,1,Gerencia / Autoempleado / Altamente calificado,1,Sí,Sí,Buen Pagador
0 - 200 DM,60,Créditos existentes pagados hasta ahora,Educación,6288,< 100 DM,1 - 4 años,4,Hombre: soltero,Ninguno,4,Desconocido / Sin propiedad,42,Ninguno,Gratis,1,Empleado calificado / oficial,1,No,Sí,Mal Pagador
Sin cuenta,24,Cuenta crítica / Otros créditos,Auto (usado),6842,Desconocido / Sin ahorros,1 - 4 años,2,Hombre: soltero,Ninguno,4,Seguro de vida / Ahorro para vivienda,46,Ninguno,Propia,2,Gerencia / Autoempleado / Altamente calificado,2,Sí,Sí,Buen Pagador
Sin cuenta,12,Créditos existentes pagados hasta ahora,Auto (nuevo),3527,Desconocido / Sin ahorros,< 1 año,2,Hombre: soltero,Ninguno,3,Seguro de vida / Ahorro para vivienda,45,Ninguno,Propia,1,Gerencia / Autoempleado / Altamente calificado,2,Sí,Sí,Buen Pagador
Sin cuenta,10,Créditos existentes pagados hasta ahora,Auto (nuevo),1546,< 100 DM,1 - 4 años,3,Hombre: soltero,Ninguno,2,Bienes raíces,31,Ninguno,Propia,1,No calificado - residente,2,No,No,Buen Pagador
Sin cuenta,24,Créditos existentes pagados hasta ahora,Muebles/Equipo,929,Desconocido / Sin ahorros,4 - 7 años,4,Hombre: soltero,Ninguno,2,Auto u otro,31,Tiendas,Propia,1,Empleado calificado / oficial,1,Sí,Sí,Buen Pagador
Sin cuenta,4,Cuenta crítica / Otros créditos,Auto (nuevo),1455,< 100 DM,4 - 7 años,2,Hombre: soltero,Ninguno,1,Bienes raíces,42,Ninguno,Propia,3,No calificado - residente,2,No,Sí,Buen Pagador
< 0 DM,15,Créditos existentes pagados hasta ahora,Muebles/Equipo,1845,< 100 DM,< 1 año,4,Mujer: divorciada/separada/casada,Garante,1,Seguro de vida / Ahorro para vivienda,46,Ninguno,Alquiler,1,Empleado calificado / oficial,1,No,Sí,Buen Pagador
0 - 200 DM,48,Sin créditos / Todos pagados,Auto (nuevo),8358,500 - 1000 DM,< 1 año,1,Mujer: divorciada/separada/casada,Ninguno,1,Auto u otro,30,Ninguno,Propia,2,Empleado calificado / oficial,1,No,Sí,Buen Pagador
< 0 DM,24,Todos los créditos en este banco pagados,Muebles/Equipo,3349,500 - 1000 DM,< 1 año,4,Hombre: soltero,Ninguno,4,Desconocido / Sin propiedad,30,Ninguno,Gratis,1,Empleado calificado / oficial,2,Sí,Sí,Mal Pagador
Sin cuenta,12,Créditos existentes pagados hasta ahora,Auto (nuevo),2859,Desconocido / Sin ahorros,Desempleado,4,Hombre: soltero,Ninguno,4,Desconocido / Sin propiedad,38,Ninguno,Propia,1,Gerencia / Autoempleado / Altamente calificado,1,Sí,Sí,Buen Pagador
Sin cuenta,18,Créditos existentes pagados hasta ahora,Muebles/Equipo,1533,< 100 DM,< 1 año,4,Hombre: casado/viudo,Co-solicitante,1,Seguro de vida / Ahorro para vivienda,43,Ninguno,Propia,1,No calificado - residente,2,No,Sí,Mal Pagador
Sin cuenta,24,Créditos existentes pagados hasta ahora,Radio/TV,3621,100 - 500 DM,>= 7 años,2,Hombre: soltero,Ninguno,4,Auto u otro,31,Ninguno,Propia,2,Empleado calificado / oficial,1,No,Sí,Mal Pagador
